adsorbate,bob_0,bob_1,bob_2,bob_3,bob_4,bob_5,bob_6,bob_7,bob_8,bob_9,bob_10,bob_11,bob_12,bob_13,bob_14,bob_15,bob_16,bob_17,bob_18,bob_19,bob_20,bob_21,bob_22,bob_23,bob_24,bob_25,bob_26,bob_27,bob_28,bob_29,bob_30,bob_31,bob_32,bob_33,bob_34,bob_35,bob_36,bob_37,bob_38,bob_39,bob_40,bob_41,bob_42,bob_43,bob_44,bob_45,bob_46,bob_47,bob_48,bob_49,bob_50,bob_51,bob_52,bob_53,bob_54,bob_55,bob_56,bob_57,bob_58,bob_59,bob_60,bob_61,bob_62,bob_63,bob_64,bob_65,bob_66,bob_67,bob_68,bob_69,bob_70,bob_71,bob_72,bob_73,bob_74,bob_75,bob_76,bob_77,bob_78,bob_79,bob_80,bob_81,bob_82,bob_83,bob_84,bob_85,bob_86,bob_87,bob_88,bob_89,bob_90,bob_91,bob_92,bob_93,bob_94,bob_95,bob_96,bob_97,bob_98,bob_99,bob_100,bob_101,bob_102,bob_103,bob_104,bob_105,bob_106,bob_107,bob_108,bob_109,bob_110,bob_111,bob_112,bob_113,bob_114,bob_115,bob_116,bob_117,bob_118,bob_119,bob_120,bob_121,bob_122,bob_123,bob_124,bob_125,bob_126,bob_127,bob_128,bob_129,bob_130,bob_131,bob_132,bob_133,bob_134,bob_135,bob_136,bob_137,bob_138,bob_139,bob_140,bob_141,bob_142,bob_143,bob_144,bob_145,bob_146,bob_147,bob_148,bob_149,bob_150,bob_151,bob_152,bob_153,bob_154,bob_155,bob_156,bob_157,bob_158,bob_159,bob_160,bob_161,bob_162,bob_163,bob_164,bob_165,bob_166,bob_167,bob_168,bob_169,bob_170,bob_171,bob_172,bob_173,bob_174,bob_175,bob_176,bob_177,bob_178,bob_179,bob_180,bob_181,bob_182,bob_183,bob_184,bob_185,bob_186,bob_187,bob_188,bob_189,bob_190,bob_191,bob_192,bob_193,bob_194,bob_195
A31,36.8581052,0,0,73.51669472,73.51669472,0,0,0,0,0,0,0,14.67429222,14.67429222,0,0,0,0,0.5,0,0,0,0,0,0,0,19.97323319,19.97323319,19.97760482,19.97760482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.870661469,2.870661469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.110925724,2.110925724,2.111008285,2.111008285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A32,36.8581052,0,0,73.51669472,73.51669472,0,0,0,0,0,0,0,15.16716421,15.16716421,0,0,0,0,0.5,0,0,0,0,0,0,0,19.01631239,19.01631239,20.61396747,20.61396747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.677225174,1.677225174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.398636701,1.398636701,4.281158894,4.281158894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A33,36.8581052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.871601515,2.871601515,2.877870956,2.877870956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291644401,0.291644401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A34,36.8581052,0,0,73.51669472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,18.22259558,18.22259558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.881417534,2.881417534,2.881680607,2.881680607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.050246081,2.050246081,2.050435806,2.050435806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28458094,0.28458094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A35,36.8581052,0,0,73.51669472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,18.85343144,18.85343144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.657197302,1.657197302,2.872402762,2.872402762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.148024085,2.148024085,4.209594423,4.209594423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187535724,0.187535724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A36,36.8581052,0,0,73.51669472,73.51669472,0,0,0,0,0,0,0,14.88166692,14.88166692,0,0,0,0,0.5,0.5,0,0,0,0,0,0,18.93272967,18.93272967,19.83448466,19.83448466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.675891127,1.675891127,2.879726509,2.879726509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.810088884,1.810088884,2.022998056,2.022998056,2.078122927,2.078122927,4.290359682,4.290359682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185845138,0.185845138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A37,36.8581052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.888171319,2.888171319,2.888200437,2.888200437,2.888472478,2.888472478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291938823,0.291938823,0.292079282,0.292079282,0.292358573,0.292358573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A38,36.8581052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.885265856,2.885265856,2.886888844,2.886888844,2.886890894,2.886890894,2.88694488,2.88694488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294416849,0.294416849,0.294419498,0.294419498,0.294421901,0.294421901,0.294782069,0.294782069,0.294784537,0.294784537,0.294788166,0.294788166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A39,36.8581052,0,0,73.51669472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,17.6972158,17.6972158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.603694133,1.603694133,2.868392968,2.868392968,2.87486229,2.87486229,2.889414091,2.889414091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.003378399,2.003378399,2.012385064,2.012385064,2.076064058,2.076064058,4.339708505,4.339708505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18534886,0.18534886,0.22025182,0.22025182,0.22478811,0.22478811,0.292809201,0.292809201,0.294191286,0.294191286,0.296032798,0.296032798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A40,36.8581052,36.8581052,0,0,0,0,13.76218584,13.76218584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A41,36.8581052,36.8581052,0,73.51669472,0,0,14.16730507,14.16730507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11273659,10.11273659,21.76438069,21.76438069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A42,36.8581052,36.8581052,0,73.51669472,73.51669472,0,11.69464889,11.69464889,0,0,0,0,11.52105158,11.52105158,0,0,0,0,0,0,0,0,0,0,0,0,10.1855108,10.1855108,10.18997845,10.18997845,21.25311449,21.25311449,21.255161,21.255161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A43,36.8581052,36.8581052,0,0,0,0,14.21785198,14.21785198,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.368784443,1.368784443,2.92974517,2.92974517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A44,36.8581052,36.8581052,0,73.51669472,0,0,13.04402449,13.04402449,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,10.31742804,10.31742804,21.10431983,21.10431983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.446231291,1.446231291,2.895180397,2.895180397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.501248709,1.501248709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A45,36.8581052,36.8581052,0,73.51669472,0,0,12.77074207,12.77074207,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,10.65278099,10.65278099,20.81713898,20.81713898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.446968479,1.446968479,2.847916282,2.847916282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.059301386,2.059301386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A46,36.8581052,36.8581052,0,73.51669472,0,0,13.3031544,13.3031544,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,10.18979377,10.18979377,19.12867055,19.12867055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975866169,0.975866169,1.689248139,1.689248139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.297914077,4.297914077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A47,36.8581052,36.8581052,0,73.51669472,73.51669472,0,12.2903234,12.2903234,0,0,0,0,10.48219293,10.48219293,0,0,0,0,0.5,0,0,0,0,0,0,0,10.46241051,10.46241051,10.64114872,10.64114872,20.87019731,20.87019731,20.99336159,20.99336159,0,0,0,0,0,0,0,0,0,0,1.416267273,1.416267273,2.849414618,2.849414618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47653765,1.47653765,2.055146422,2.055146422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A48,36.8581052,36.8581052,0,73.51669472,73.51669472,0,12.72089899,12.72089899,0,0,0,0,11.83552232,11.83552232,0,0,0,0,0.5,0,0,0,0,0,0,0,10.33043879,10.33043879,10.60621552,10.60621552,18.85967862,18.85967862,21.10486079,21.10486079,0,0,0,0,0,0,0,0,0,0,0.981165567,0.981165567,1.672989955,1.672989955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.104297233,1.104297233,4.266721498,4.266721498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A49,36.8581052,36.8581052,0,0,0,0,13.46525829,13.46525829,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.462297257,1.462297257,1.463891486,1.463891486,2.901084145,2.901084145,2.902728185,2.902728185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283198097,0.283198097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A50,36.8581052,36.8581052,0,0,0,0,13.57894409,13.57894409,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427183453,1.427183453,1.427984026,1.427984026,2.901123597,2.901123597,2.901452978,2.901452978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198030616,0.198030616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A51,36.8581052,36.8581052,0,73.51669472,0,0,12.61764511,12.61764511,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,10.37551313,10.37551313,21.10937667,21.10937667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.481419592,1.481419592,1.481696298,1.481696298,2.881222454,2.881222454,2.881574405,2.881574405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.497442659,1.497442659,1.515122449,1.515122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291391339,0.291391339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A52,36.8581052,36.8581052,0,73.51669472,0,0,13.27449521,13.27449521,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,10.53684184,10.53684184,19.98795818,19.98795818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.444997545,1.444997545,1.516188611,1.516188611,2.874673206,2.874673206,2.888501749,2.888501749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.286170672,1.286170672,2.112314696,2.112314696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223765403,0.223765403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A53,36.8581052,36.8581052,0,73.51669472,0,0,12.72311492,12.72311492,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,11.37747865,11.37747865,17.81210112,17.81210112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.464291235,1.464291235,1.468598334,1.468598334,2.870144952,2.870144952,2.8711809,2.8711809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.012838411,2.012838411,2.013258985,2.013258985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291627402,0.291627402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A54,36.8581052,36.8581052,0,73.51669472,0,0,13.73231868,13.73231868,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,10.53374892,10.53374892,19.00229471,19.00229471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99398699,0.99398699,1.439155594,1.439155594,1.682347504,1.682347504,2.899377816,2.899377816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.521045804,1.521045804,4.304824797,4.304824797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142321645,0.142321645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A55,36.8581052,36.8581052,0,73.51669472,0,0,13.40308859,13.40308859,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,10.43333585,10.43333585,18.9343335,18.9343335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285444398,1.285444398,1.446362349,1.446362349,1.669889671,1.669889671,2.906259253,2.906259253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.079595984,2.079595984,4.258705971,4.258705971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185675782,0.185675782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A56,36.8581052,36.8581052,0,73.51669472,73.51669472,0,12.61299798,12.61299798,0,0,0,0,12.02012957,12.02012957,0,0,0,0,0.5,0.5,0,0,0,0,0,0,10.45438564,10.45438564,10.47803924,10.47803924,19.6361127,19.6361127,19.85790994,19.85790994,0,0,0,0,0,0,0,0,0,0,0.423162786,0.423162786,0.503257174,0.503257174,1.411841034,1.411841034,2.860923709,2.860923709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562042375,0.562042375,0.827194228,0.827194228,1.275491794,1.275491794,2.051444901,2.051444901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080805315,0.080805315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A57,36.8581052,36.8581052,0,73.51669472,73.51669472,0,12.37627257,12.37627257,0,0,0,0,9.405983806,9.405983806,0,0,0,0,0.5,0.5,0,0,0,0,0,0,10.19940884,10.19940884,10.57283376,10.57283376,18.06788439,18.06788439,21.00124032,21.00124032,0,0,0,0,0,0,0,0,0,0,1.48055915,1.48055915,1.492544996,1.492544996,2.872410659,2.872410659,2.874552264,2.874552264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.556070581,1.556070581,1.59341574,1.59341574,2.051574332,2.051574332,2.06976303,2.06976303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292971223,0.292971223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
